ID	TDMD002	TDMD003	TDMD004	TDMD005	TDMD006	TDMD009	TDMD010	TDMD011	TDMD014	TDMD016	TDMD018	TDMD023	TDMD026	TDMD032	TDMD034	TDMD036	TDMD037	TDMD038	TDMD041	TDMD043	TDMD044	TDMD045	TDMD047	TDMD052	TDMD053	TDMD055	TDMD056	TDMD057	TDMT004	TDMT007	TDMT009	TDMT010	TDMT014	TDMT018	TDMT019	TDMT022	TDMT026	TDMT028	TDMT029	TDMT032	TDMT035	TDMT037	TDMT041	TDMT043	TDMT050	TDMT062	TDMT064	TDMT065	TDMT069	TDMT071	TDMT072	TDMT077	TDMT079	TDMT083	TDMT094	TDMT108	TDMT109	TDMT110	TDMT112	TDMT113	TDMT118	TDMT120	TDMT122	TDMT126	TDMT127	TDMT134	TDMT135	TDMT138	TDMT140	TDMT150	TDMT151	TDMT152	TDMT159	TDMT164	TDMT176	TDMT184	TDMT188	TDMT194	TDMT210	TDMT211	TDMT215	TDMT227	TDMT231	TDMT232	TDMT237	TDMT241	TDMT246	TDMT250	TDMT251	TDMT258	TDMT259	TDMT289	TDMT297	TDMT298	TDMT311	TDMT314	TDMT326	TDMT340
PC1	0.560363	0.52169	0.725882	0.492452	0.505403	0.348755	0.422238	0.341667	0.293106	0.359543	0.03743	0.38795	0.24163	0.569487	0.302026	0.300186	0.242254	0.517022	0.0899755	0.775268	0.162275	0.770971	0.811302	0.575954	0.616395	0.69506	0.365438	0.628071	0.707636	0.474806	0.751143	0.411885	0.260086	0.176365	0.346803	0.349122	0.112591	0.297386	0.402673	0.509394	0.375154	0.31313	0.493496	0.44466	0.324425	0.480198	0.797724	0.219479	0.537325	0.488151	0.327865	0.68246	0.332146	0.890556	0.488559	0.184529	0.113	0.327275	0.318044	0.317535	0.48991	0.630098	0.609063	0.281899	0.324456	0.574489	0.411635	0.19851	0.341892	0.524131	0.326443	0.0275805	0.308529	0.482546	0.543708	0.246837	0.207973	0.270234	0.111561	0.0893918	0.224243	0.34923	0.378395	0.383425	0.245837	0.335528	0.394731	0.361017	0.583775	0.471796	0.36209	0.669308	0.351569	0.401357	0.205202	0.473642	0.32241	0.906259
PC2	0.336768	0.360625	0.114312	0.14764	0.211649	0.124451	0.234709	0.297351	0.352877	0.27963	0.772112	0.308471	0.223955	0.32767	0.286181	0.247833	0.161974	0.189225	0.397294	0.170465	0.376006	0.221613	0.188369	0.336836	0.25989	0.26183	0.515608	0.336012	0.221272	0.464682	0.210724	0.549984	0.426902	0.39002	0.468895	0.473513	0.00661773	0.459054	0.25487	0.278246	0.0928695	0.305909	0.315567	0.4935	0.573727	0.0811273	0.195937	0.34021	0.212327	0.365029	0.253115	0.256552	0.44294	0.108896	0.295597	0.315518	0.0888064	0.196619	0.53656	0.269106	0.256064	0.130704	0.340097	0.505467	0.510927	0.191309	0.310377	0.273236	0.206706	0.201559	0.374874	0.0149091	0.355819	0.300563	0.321582	0.63904	0.417187	0.229893	0.00715409	0.508986	0.612942	0.147409	0.225818	0.350527	0.177223	0.343507	0.345003	0.33812	0.403105	0.433585	0.263239	0.249128	0.358561	0.348988	0.525772	0.213066	0.306183	0.0191736
PC3	0.0691809	0.0728895	0.0893591	0.183384	0.15355	0.363614	0.215966	0.255023	0.265283	0.212154	0.181585	0.257995	0.39223	0.0503609	0.3314	0.281111	0.447734	0.21393	0.451336	0.0229745	0.316003	0.00671636	0.000328636	0.0292323	0.0910795	0.0271127	0.0714877	0.0303436	0.0208486	0.0328182	0.0355095	0.0301882	0.205395	0.217999	0.127223	0.136993	0.569902	0.0872414	0.265945	0.0993118	0.464777	0.230237	0.169766	0.0445318	0.0607405	0.182414	0.00220136	0.352508	0.169482	0.0858877	0.311862	0.0313382	0.169059	0	0.190675	0.277377	0.624605	0.306242	0.07652	0.322553	0.133222	0.141551	0.0215018	0.112969	0.14113	0.177024	0.158875	0.406991	0.33847	0.133951	0.211178	0.95302	0.231512	0.13344	0.0705418	0.0525055	0.230219	0.345259	0.561173	0.386336	0.113498	0.277571	0.359264	0.223013	0.514708	0.245803	0.202404	0.127212	0.0109264	0.0466759	0.258646	0.0532309	0.183685	0.101938	0.190693	0.174141	0.276811	0.0505273
PC4	0.0273859	0.0388909	0.0524295	0.149896	0.106383	0.128205	0.0924209	0.0854173	0.0721591	0.112303	0.00313909	0.0356368	0.108179	0.0418577	0.0509436	0.138978	0.113954	0.0661	0.041765	0.0251159	0.114799	0.000674545	0	0.0464418	0.0176236	0.0121718	0.0292473	0.00287591	0.0343532	0.0215309	0.00106227	0.00351136	0.0832927	0.165082	0.0429136	0.0264118	0.275834	0.121665	0.0516877	0.0894727	0.0414368	0.109976	0.0109018	0.0157414	0.0347273	0.208848	0.00255818	0.0732945	0.0624545	0.0435195	0.0733736	0.0151918	0.0431309	0.000292273	0.0224514	0.191374	0.142992	0.141323	0.0516518	0.0655527	0.0955086	0.0842027	0.0192205	0.0825977	0.0143927	0.0376932	0.0951391	0.0827914	0.100765	0.118399	0.0732341	0.00326545	0.0781573	0.0683973	0.0534127	0.0468909	0.0996245	0.122584	0.289054	0.0133941	0.0327977	0.190089	0.0290714	0.0360191	0.0477005	0.0577918	0.0479814	0.127149	0.00160636	0.0363182	0.09893	0.0178882	0.0757705	0.133503	0.0605077	0.104795	0.0646227	0.0173818
InferredCov1	0.00660006748512387	0.0233063045889139	0.0328604802489281	0.0099450908601284	0.0369458049535751	0.0882442519068718	-0.039351049810648	-0.00377294770441949	0.00893696490675211	0.0513150990009308	-0.02790317684412	0.0487364493310452	0.0856921896338463	0.0516974590718746	0.0820272713899612	0.00151524017564952	-0.0345112346112728	-0.0944758579134941	0.0419633202254772	0.0176809523254633	0.0346599370241165	0.107580944895744	-0.043303307145834	0.0953250899910927	-0.0167103782296181	0.0864525958895683	0.00232542236335576	-0.0505187511444092	-0.0584568828344345	-0.136148154735565	-0.103169836103916	-0.0976403579115868	-0.0501924082636833	-0.0239245444536209	-0.118600308895111	0.0476692356169224	0.0268860645592213	0.0779365003108978	0.0111499391496181	0.0884357094764709	0.0138390241190791	0.0848258435726166	-0.00769138382747769	-0.00589917646721005	0.016603721305728	0.0710313469171524	-0.0393792130053043	0.0259380601346493	0.0515455901622772	0.00890362448990345	0.0459292307496071	0.0271273553371429	0.0163219310343266	-0.0114996675401926	0.0304306335747242	0.00826658308506012	0.0862326174974442	0.105727098882198	-0.061995655298233	-0.0304232239723206	-0.0190510507673025	0.0866622775793076	0.076189860701561	0.0687007158994675	-0.127059251070023	0.122838646173477	0.0665228366851807	0.0471378564834595	-0.00497934920713305	0.0531055815517902	-0.0595208331942558	-0.100342698395252	0.0790557339787483	-0.0842206105589867	-0.0827393084764481	-0.00718635879456997	-0.1344895362854	-0.074331559240818	-0.0539664328098297	-0.028037816286087	-0.0260255578905344	0.107573263347149	-0.0142009677365422	-0.137191355228424	0.0778511390089989	-0.0429197140038013	0.010393482632935	-0.122112438082695	0.00938416458666325	-0.0380042046308517	-0.0357475727796555	-0.0333344489336014	-0.0695563703775406	-0.034142080694437	-0.0775952488183975	0.0326671339571476	-0.0234504174441099	-0.104692593216896
InferredCov2	0.0164557881653309	-0.127534091472626	-0.0177828334271908	0.0299461260437965	-0.0267995186150074	-0.0371578671038151	0.0301221944391727	0.0887995362281799	0.0149061614647508	0.00919954851269722	-0.15084944665432	0.0178793594241142	0.0737610906362534	-0.107051208615303	-0.0114616192877293	-0.0112606063485146	-0.030681049451232	-0.226761668920517	-0.0391490273177624	-0.0640031397342682	-0.0487068444490433	-0.132981076836586	-0.10606574267149	-0.0272659379988909	-0.0944727882742882	-0.0378257073462009	-0.12505866587162	-0.0720406025648117	-0.00434555672109127	0.0126091409474611	0.159676015377045	0.00290042348206043	0.0202647615224123	-0.00650536175817251	-0.0550494194030762	-0.0281428080052137	0.00856919772922993	0.0217864066362381	-0.106762692332268	-0.0013655130751431	0.0553501807153225	-0.043572049587965	0.0251013096421957	-0.0269191637635231	0.0602868422865868	0.0588917806744576	-0.0550471618771553	-0.0041873580776155	-0.0391601920127869	-0.0271188635379076	-0.0595656223595142	0.0515485852956772	0.0718201920390129	0.173613056540489	-0.12030340731144	-0.0955566614866257	0.0123934643343091	0.00718491431325674	-0.0153222251683474	0.019977156072855	-0.0384954959154129	0.0504095181822777	-0.0102610848844051	0.0478653199970722	-0.198654323816299	0.0028944534715265	-0.009519855491817	0.0666383281350136	-0.06802698969841	0.0269903261214495	0.0193844996392727	0.0198710430413485	0.00322603504173458	0.113339051604271	-0.0787812620401382	0.142851501703262	0.0081523759290576	0.107319578528404	0.0499006249010563	0.0800768360495567	0.0864127948880196	0.0522381290793419	0.120427414774895	-0.0955928266048431	0.0264208186417818	0.00330163072794676	0.125340715050697	-0.00507837720215321	0.0945818498730659	0.0664181932806969	0.116546861827374	-0.0251808762550354	0.0258985087275505	0.0558639317750931	0.0587518773972988	-0.00927148386836052	0.0319805517792702	0.081378236413002
InferredCov3	-0.0312325097620487	-0.0440741181373596	0.00752167729660869	-0.0378323532640934	-0.0597783103585243	0.0157541930675507	0.0603057257831097	0.111189760267735	-0.0235061012208462	0.103449553251266	-0.0220913905650377	0.14158970117569	-0.00249737128615379	-0.0605819150805473	-0.0955760404467583	0.0526500605046749	0.136559084057808	-0.0986248627305031	0.0912345349788666	0.113173767924309	-0.177377462387085	0.000601130363065749	-0.192274451255798	-0.12359319627285	0.0316799432039261	0.0154623156413436	0.0947350189089775	0.121888719499111	0.0188283640891314	-0.0531811751425266	-0.0448475144803524	-0.0116391554474831	0.0911206305027008	-0.123817406594753	0.00221559451892972	-0.0786481946706772	-0.0681408941745758	0.0410208702087402	0.00282535189762712	0.0166778974235058	0.0562027916312218	-0.074836440384388	-0.0809991806745529	0.155486404895782	0.0733203068375587	0.061629381030798	0.077698215842247	0.0322107337415218	0.0162772703915834	0.0342814549803734	-0.0132098719477654	0.0474059842526913	0.044438797980547	0.15580826997757	0.0186296161264181	0.106906585395336	0.0545432791113853	-0.0271805915981531	0.110659159719944	0.18246978521347	-0.0375279523432255	-0.0244175884872675	-0.0689454227685928	0.023226847872138	-0.0307089742273092	0.0956628918647766	0.00631840201094747	0.00619216775521636	-0.0161115843802691	-0.0134905241429806	-0.13416363298893	0.0424635857343674	-0.150045484304428	-0.0202572420239449	0.00212558638304472	-0.0283398404717445	0.0431185737252235	-0.110618032515049	-0.0252862777560949	-0.0465108938515186	-0.121836386620998	-0.0809318348765373	-0.0489888340234756	-0.0225004684180021	-0.0271065514534712	0.0262102242559195	-0.0389813147485256	-0.028635086491704	-0.173628717660904	0.000114504568045959	-0.0595461316406727	-0.00510965939611197	0.0606469362974167	-0.0971943363547325	-0.00707984901964664	0.122111603617668	0.00812236964702606	0.0229083653539419
InferredCov4	0.030972559005022	0.0487370528280735	0.0439355261623859	0.0125350812450051	-0.00874694436788559	-0.0193501077592373	0.0883519724011421	-0.112633660435677	0.0952242985367775	0.0573435984551907	-0.164854347705841	-0.089303269982338	-0.00732031418010592	0.0270951669663191	-0.0458631403744221	0.0961733236908913	-0.0540632419288158	0.043806042522192	-0.196623250842094	-0.0687441825866699	-0.0765792801976204	-0.175887808203697	0.0638510212302208	0.0715779885649681	0.0395560711622238	-0.0331173278391361	-0.157419770956039	-0.0713986083865166	-0.039256788790226	-0.0210187491029501	-0.11891633272171	-0.0043730647303164	0.0831332951784134	-0.0129815740510821	0.0102911768481135	0.034195251762867	-0.022837582975626	0.0869486480951309	0.0784707292914391	0.00940663553774357	0.101184956729412	0.0102643920108676	0.0128727983683348	-0.111160054802895	0.0907147228717804	0.0465239323675632	-0.0437986478209496	0.15236622095108	0.103179723024368	0.120802536606789	0.0390663333237171	0.0959086120128632	0.107265420258045	0.157382860779762	0.00933837797492743	-0.0711526647210121	0.0543255433440208	0.0331732593476772	0.0683826357126236	0.00207448960281909	0.0538999326527119	0.00980726815760136	-0.00698945485055447	0.111460320651531	0.112305231392384	-0.142141535878181	0.0363788791000843	0.0707873553037643	0.113990932703018	-0.00481585925444961	0.0301837548613548	0.0133898137137294	-0.120930731296539	-0.0243012867867947	0.052706640213728	-0.049214705824852	-0.131480127573013	-0.068129301071167	-0.064129427075386	0.0237121358513832	-0.0233971867710352	-0.085870772600174	0.021554421633482	0.00211972137913108	-0.0570362582802773	0.0277569815516472	-0.0502971336245537	0.0496132485568523	-0.0556828528642654	-0.0403294488787651	-0.0918453931808472	0.0501608476042747	-0.215230748057365	-0.115017935633659	0.0307929944247007	-0.0533616617321968	0.044413760304451	0.051874365657568
InferredCov5	0.0340136885643005	-0.0713845193386078	-0.0136140184476972	-0.0834924504160881	-0.0835197418928146	-0.116912461817265	0.0440714061260223	0.0700772181153297	0.0910166725516319	-0.0682071894407272	0.112106844782829	0.0468950010836124	-0.134436294436455	0.0165330357849598	-0.0883559659123421	-0.0234019812196493	-0.0639059543609619	-0.0663834661245346	-0.0401417650282383	0.061192199587822	0.0929816588759422	0.11189728975296	0.10651595890522	0.156313210725784	-0.113928504288197	-0.122546344995499	0.0336541458964348	-0.0980901494622231	-0.12774570286274	-0.112034693360329	-0.0163882356137037	0.0715963020920753	-0.0290059056133032	-0.0890859663486481	0.024179769679904	0.00784850399941206	0.0182941220700741	0.0557850934565067	-0.0104947108775377	0.0619103126227856	-0.0566566064953804	0.00441472930833697	-0.0112783629447222	0.0542787536978722	-0.0245000291615725	0.0193386096507311	0.0247170645743608	0.0722509324550629	0.080303430557251	0.0586270168423653	0.0268904864788055	0.128034114837646	0.06392752379179	-0.102710016071796	0.0139933628961444	0.143524035811424	-0.133461445569992	0.0577618032693863	-0.168665334582329	0.0902917832136154	-0.110353551805019	0.0555435791611671	-0.0718715712428093	0.0879384204745293	-0.0440895408391953	-0.120483860373497	0.00265418575145304	-0.0316518396139145	0.0534455254673958	-0.0545909218490124	-0.0930644944310188	0.0128488410264254	-0.0162456128746271	0.0917017906904221	0.0183132253587246	-0.0141218323260546	0.00867449212819338	-0.00522201135754585	-0.134093910455704	0.0709046572446823	0.186243996024132	-0.240693792700768	0.078763872385025	0.021076126024127	-0.0250021610409021	-0.0865158289670944	0.0398089364171028	-0.0932827070355415	0.0237330365926027	-0.0114674791693687	0.003289426676929	-0.00286220270209014	0.0307516120374203	0.0203202869743109	0.0339944809675217	0.219026103615761	0.0247762650251389	0.0707496479153633
InferredCov6	-0.0583935789763927	0.000286711350781843	0.0817748755216599	0.0153894769027829	0.0285841673612595	0.151895269751549	0.0802763476967812	-0.0338150225579739	-0.00080925045767799	0.0339510142803192	0.016144935041666	-0.175146922469139	-0.0481414869427681	0.0386854745447636	-0.0536270141601562	0.0296132322400808	0.0573035329580307	-0.207180812954903	0.0456633605062962	0.010690001770854	-0.0635695978999138	-0.0194254890084267	-0.172373250126839	-0.0288678631186485	0.145602852106094	0.139860913157463	-0.0990182086825371	-0.198093488812447	0.0518746003508568	-0.105073764920235	-0.13086761534214	0.138472899794579	-0.0277810990810394	-0.0805357396602631	0.244153097271919	-0.0823974385857582	0.0946027114987373	-0.0326453819870949	0.0522131137549877	0.00739011634141207	-0.0662698298692703	-0.00337453535757959	0.0339350737631321	-0.054576825350523	-0.0631424859166145	0.012519396841526	0.00777705758810043	0.00751228258013725	0.0819682776927948	-0.0629044771194458	0.0100572137162089	-0.0315286256372929	-0.041140541434288	-0.150920256972313	0.170453652739525	-0.170090138912201	0.02949408441782	-0.0559796206653118	0.0149024473503232	0.0154630290344357	0.0598899610340595	0.0637404024600983	-0.0225358139723539	-0.0337603054940701	-0.0944373458623886	-0.0390325598418713	0.018272677436471	-0.0542305409908295	-0.00746763404458761	0.0176802091300488	-0.120736971497536	0.117844454944134	0.0260993521660566	0.0509583279490471	0.0884070917963982	0.00237544043920934	0.0473030470311642	-0.0804062485694885	0.058062631636858	-0.037718303501606	0.154852271080017	0.0259620286524296	-0.126612335443497	0.0803876519203186	-0.0194130931049585	-0.0396243035793304	0.113369517028332	-0.0867720320820808	-0.0442662574350834	-0.0257359016686678	0.0763976946473122	0.0494073182344437	-0.0700053721666336	0.0924137309193611	0.106629773974419	0.0242346450686455	0.0765472576022148	0.0495152547955513
